Datum/Uhrzeit;Temperatur
10.03.2018 18:33:30;17.4
10.03.2018 18:34:30;17.3
10.03.2018 18:35:30;17.2
10.03.2018 18:37:30;17.3
10.03.2018 18:38:00;17.4
10.03.2018 18:41:00;17.5
10.03.2018 18:42:30;17.6
10.03.2018 18:43:30;17.7
10.03.2018 18:45:30;17.8
10.03.2018 18:50:00;17.7
10.03.2018 18:55:30;17.6
10.03.2018 18:56:30;17.5
10.03.2018 18:57:30;17.4
10.03.2018 18:58:30;17.3
10.03.2018 18:59:30;17.4
10.03.2018 19:02:30;17.5
10.03.2018 19:03:00;17.4
10.03.2018 19:03:30;17.5
10.03.2018 19:05:00;17.6
10.03.2018 19:06:30;17.7
10.03.2018 19:08:30;17.8
10.03.2018 19:10:00;17.6
10.03.2018 19:10:30;17.5
10.03.2018 19:13:30;17.4
10.03.2018 19:14:00;17.5
10.03.2018 19:14:30;17.4
10.03.2018 19:15:00;17.5
10.03.2018 19:19:00;17.4
10.03.2018 19:21:00;17.3
10.03.2018 19:21:30;17.2
10.03.2018 19:28:30;17.4
10.03.2018 19:31:00;17.5
10.03.2018 19:36:00;17.4
10.03.2018 19:37:30;17.5
10.03.2018 19:38:00;17.4
10.03.2018 19:38:30;17.5
10.03.2018 19:42:30;17.4
10.03.2018 19:44:00;17.3
10.03.2018 19:46:30;17.4
10.03.2018 19:48:00;17.5
10.03.2018 19:51:30;17.6
10.03.2018 19:52:30;17.7
10.03.2018 19:55:00;17.8
10.03.2018 19:56:30;17.9
10.03.2018 19:58:00;17.8
10.03.2018 20:01:30;17.9
10.03.2018 20:02:00;17.8
10.03.2018 20:02:30;17.6
10.03.2018 20:05:00;17.5
10.03.2018 20:06:30;17.4
10.03.2018 20:07:30;17.3
10.03.2018 20:08:30;17.2
10.03.2018 20:10:00;17.3
10.03.2018 20:13:30;17.4
10.03.2018 20:16:00;17.5
10.03.2018 20:18:00;17.6
10.03.2018 20:19:30;17.5
10.03.2018 20:20:30;17.6
10.03.2018 20:22:00;17.5
10.03.2018 20:25:30;17.6
10.03.2018 20:26:00;17.5
10.03.2018 20:26:30;17.6
10.03.2018 20:28:00;17.5
10.03.2018 20:28:30;17.6
10.03.2018 20:29:00;17.5
10.03.2018 20:30:30;17.4
10.03.2018 20:31:30;17.3
10.03.2018 20:33:00;17.2
10.03.2018 20:35:00;17.3
10.03.2018 20:38:00;17.4
10.03.2018 20:39:30;17.5
10.03.2018 20:41:00;17.6
10.03.2018 20:46:30;17.5
10.03.2018 20:49:00;17.6
10.03.2018 20:53:00;17.5
10.03.2018 20:54:00;17.4
10.03.2018 20:55:00;17.3
10.03.2018 20:59:00;17.4
10.03.2018 21:00:30;17.5
10.03.2018 21:02:30;17.6
10.03.2018 21:03:30;17.7
10.03.2018 21:06:30;17.8
10.03.2018 21:14:00;17.6
10.03.2018 21:15:00;17.5
10.03.2018 21:17:00;17.4
10.03.2018 21:18:00;17.3
10.03.2018 21:23:00;17.4
10.03.2018 21:23:30;17.3
10.03.2018 21:24:00;17.4
10.03.2018 21:26:00;17.5
10.03.2018 21:27:30;17.6
10.03.2018 21:29:00;17.5
10.03.2018 21:36:00;17.6
10.03.2018 21:37:00;17.5
10.03.2018 21:40:00;17.4
10.03.2018 21:40:30;17.3
10.03.2018 21:42:00;17.2
10.03.2018 21:46:30;17.3
10.03.2018 21:47:00;17.4
10.03.2018 21:48:00;17.5
10.03.2018 21:49:30;17.6
10.03.2018 21:51:00;17.7
10.03.2018 21:55:00;17.6
10.03.2018 21:57:30;17.7
10.03.2018 21:58:00;17.6
10.03.2018 21:58:30;17.7
10.03.2018 21:59:30;17.6
10.03.2018 22:00:00;17.7
10.03.2018 22:00:30;17.6
10.03.2018 22:01:00;17.7
10.03.2018 22:01:30;17.6
10.03.2018 22:02:30;17.5
10.03.2018 22:03:30;17.4
10.03.2018 22:04:30;17.3
10.03.2018 22:07:00;17.4
10.03.2018 22:07:30;17.3
10.03.2018 22:08:30;17.4
10.03.2018 22:11:00;17.5
10.03.2018 22:13:00;17.6
10.03.2018 22:14:00;17.7
10.03.2018 22:24:00;17.6
10.03.2018 22:24:30;17.5
10.03.2018 22:26:30;17.4
10.03.2018 22:27:30;17.3
10.03.2018 22:32:30;17.4
10.03.2018 22:34:30;17.5
10.03.2018 22:37:00;17.6
10.03.2018 22:41:00;17.5
10.03.2018 22:45:30;17.6
10.03.2018 22:46:30;17.5
10.03.2018 22:49:00;17.4
10.03.2018 22:50:00;17.3
10.03.2018 22:51:30;17.2
10.03.2018 22:54:30;17.3
10.03.2018 22:56:30;17.4
10.03.2018 22:58:30;17.5
10.03.2018 23:00:30;17.6
10.03.2018 23:02:30;17.5
10.03.2018 23:03:00;17.6
10.03.2018 23:04:00;17.5
10.03.2018 23:12:30;17.4
10.03.2018 23:13:30;17.3
10.03.2018 23:17:30;17.4
10.03.2018 23:20:30;17.5
10.03.2018 23:22:30;17.6
10.03.2018 23:23:30;17.7
10.03.2018 23:35:00;17.6
10.03.2018 23:35:30;17.5
10.03.2018 23:37:00;17.4
10.03.2018 23:37:30;17.3
10.03.2018 23:40:00;17.4
10.03.2018 23:43:00;17.5
10.03.2018 23:44:30;17.6
10.03.2018 23:46:00;17.7
10.03.2018 23:52:00;17.6
10.03.2018 23:52:30;17.7
10.03.2018 23:57:30;17.6
10.03.2018 23:58:00;17.4
10.03.2018 23:59:00;17.3
11.03.2018 00:01:00;17.2
11.03.2018 00:06:30;17.3
11.03.2018 00:08:00;17.4
11.03.2018 00:11:00;17.5
11.03.2018 00:11:30;17.4
11.03.2018 00:12:30;17.5
11.03.2018 00:13:30;17.4
11.03.2018 00:17:30;17.5
11.03.2018 00:18:00;17.4
11.03.2018 00:18:30;17.5
11.03.2018 00:20:30;17.4
11.03.2018 00:21:30;17.5
11.03.2018 00:23:00;17.4
11.03.2018 00:23:30;17.3
11.03.2018 00:25:00;17.4
11.03.2018 00:27:00;17.5
11.03.2018 00:27:30;17.4
11.03.2018 00:28:00;17.5
11.03.2018 00:29:30;17.6
11.03.2018 00:31:30;17.7
11.03.2018 00:33:30;17.8
11.03.2018 00:44:30;17.6
11.03.2018 00:45:00;17.5
11.03.2018 00:46:00;17.4
11.03.2018 00:49:00;17.5
11.03.2018 00:52:00;17.6
11.03.2018 00:53:30;17.7
11.03.2018 00:54:30;17.6
11.03.2018 00:55:00;17.5
11.03.2018 01:00:00;17.4
11.03.2018 01:08:30;17.3
11.03.2018 01:10:00;17.2
11.03.2018 01:16:00;17.4
11.03.2018 01:17:30;17.5
11.03.2018 01:19:30;17.6
11.03.2018 01:22:30;17.5
11.03.2018 01:24:30;17.4
11.03.2018 01:25:30;17.5
11.03.2018 01:28:30;17.6
11.03.2018 01:29:00;17.5
11.03.2018 01:31:00;17.4
11.03.2018 01:32:00;17.3
11.03.2018 01:33:30;17.2
11.03.2018 01:34:30;17.4
11.03.2018 01:35:00;17.5
11.03.2018 01:37:30;17.6
11.03.2018 01:39:30;17.7
11.03.2018 01:41:30;17.8
11.03.2018 01:42:30;17.9
11.03.2018 01:47:00;17.8
11.03.2018 01:47:30;17.6
11.03.2018 01:48:00;17.7
11.03.2018 01:48:30;17.6
11.03.2018 01:49:00;17.7
11.03.2018 01:50:00;17.6
11.03.2018 01:50:30;17.7
11.03.2018 01:52:00;17.6
11.03.2018 01:53:30;17.5
11.03.2018 01:54:30;17.4
11.03.2018 01:55:00;17.3
11.03.2018 01:58:00;17.4
11.03.2018 02:01:00;17.5
11.03.2018 02:02:30;17.6
11.03.2018 02:04:30;17.7
11.03.2018 02:05:00;17.6
11.03.2018 02:06:00;17.7
11.03.2018 02:08:30;17.6
11.03.2018 02:10:00;17.5
11.03.2018 02:10:30;17.6
11.03.2018 02:13:00;17.4
11.03.2018 02:13:30;17.3
11.03.2018 02:17:00;17.2
11.03.2018 02:18:30;17.1
11.03.2018 02:21:00;17.2
11.03.2018 02:25:00;17.4
11.03.2018 02:25:30;17.5
11.03.2018 02:26:00;17.6
11.03.2018 02:27:00;17.7
11.03.2018 02:28:30;17.6
11.03.2018 02:35:30;17.7
11.03.2018 02:36:00;17.6
11.03.2018 02:38:30;17.5
11.03.2018 02:39:30;17.4
11.03.2018 02:40:00;17.3
11.03.2018 02:42:30;17.4
11.03.2018 02:43:00;17.3
11.03.2018 02:43:30;17.4
11.03.2018 02:46:30;17.5
11.03.2018 02:48:00;17.6
11.03.2018 02:49:00;17.7
11.03.2018 02:54:00;17.6
11.03.2018 02:56:00;17.7
11.03.2018 02:59:00;17.6
11.03.2018 03:01:00;17.5
11.03.2018 03:01:30;17.4
11.03.2018 03:02:30;17.3
11.03.2018 03:05:00;17.4
11.03.2018 03:05:30;17.3
11.03.2018 03:06:00;17.4
11.03.2018 03:08:30;17.5
11.03.2018 03:10:30;17.6
11.03.2018 03:11:30;17.7
11.03.2018 03:14:30;17.6
11.03.2018 03:18:00;17.7
11.03.2018 03:18:30;17.6
11.03.2018 03:20:00;17.7
11.03.2018 03:20:30;17.6
11.03.2018 03:23:00;17.5
11.03.2018 03:23:30;17.4
11.03.2018 03:25:00;17.3
11.03.2018 03:26:00;17.2
11.03.2018 03:27:30;17.3
11.03.2018 03:30:00;17.4
11.03.2018 03:32:00;17.5
11.03.2018 03:33:30;17.6
11.03.2018 03:37:00;17.7
11.03.2018 03:37:30;17.6
11.03.2018 03:39:00;17.5
11.03.2018 03:41:00;17.6
11.03.2018 03:45:00;17.5
11.03.2018 03:46:30;17.4
11.03.2018 03:47:30;17.3
11.03.2018 03:53:00;17.4
11.03.2018 03:54:30;17.5
11.03.2018 03:56:30;17.6
11.03.2018 04:01:30;17.5
11.03.2018 04:03:00;17.6
11.03.2018 04:03:30;17.5
11.03.2018 04:04:30;17.6
11.03.2018 04:07:00;17.5
11.03.2018 04:09:00;17.4
11.03.2018 04:10:00;17.3
11.03.2018 04:11:30;17.2
11.03.2018 04:13:00;17.3
11.03.2018 04:16:00;17.4
11.03.2018 04:18:00;17.5
11.03.2018 04:19:30;17.6
11.03.2018 04:20:30;17.7
11.03.2018 04:21:00;17.6
11.03.2018 04:21:30;17.7
11.03.2018 04:22:00;17.6
11.03.2018 04:24:30;17.5
11.03.2018 04:25:00;17.6
11.03.2018 04:26:30;17.5
11.03.2018 04:27:00;17.6
11.03.2018 04:30:30;17.5
11.03.2018 04:32:30;17.4
11.03.2018 04:33:00;17.3
11.03.2018 04:34:00;17.2
11.03.2018 04:37:30;17.3
11.03.2018 04:39:00;17.4
11.03.2018 04:40:30;17.5
11.03.2018 04:42:00;17.6
11.03.2018 04:44:30;17.7
11.03.2018 04:45:00;17.6
11.03.2018 04:46:00;17.7
11.03.2018 04:46:30;17.6
11.03.2018 04:47:30;17.5
11.03.2018 04:48:30;17.6
11.03.2018 04:49:00;17.5
11.03.2018 04:49:30;17.6
11.03.2018 04:51:00;17.7
11.03.2018 04:51:30;17.6
11.03.2018 04:53:30;17.5
11.03.2018 04:55:00;17.4
11.03.2018 04:55:30;17.3
11.03.2018 04:57:00;17.2
11.03.2018 04:58:30;17.3
11.03.2018 05:00:30;17.4
11.03.2018 05:03:00;17.5
11.03.2018 05:04:30;17.6
11.03.2018 05:05:30;17.7
11.03.2018 05:06:00;17.6
11.03.2018 05:08:00;17.7
11.03.2018 05:08:30;17.6
11.03.2018 05:10:00;17.5
11.03.2018 05:11:00;17.6
11.03.2018 05:11:30;17.5
11.03.2018 05:12:00;17.6
11.03.2018 05:15:30;17.5
11.03.2018 05:17:30;17.4
11.03.2018 05:18:00;17.3
11.03.2018 05:20:00;17.2
11.03.2018 05:22:30;17.4
11.03.2018 05:23:00;17.3
11.03.2018 05:23:30;17.4
11.03.2018 05:25:00;17.5
11.03.2018 05:27:30;17.6
11.03.2018 05:29:00;17.7
11.03.2018 05:30:00;17.6
11.03.2018 05:32:30;17.5
11.03.2018 05:33:30;17.6
11.03.2018 05:34:00;17.5
11.03.2018 05:34:30;17.6
11.03.2018 05:38:00;17.5
11.03.2018 05:38:30;17.6
11.03.2018 05:39:00;17.5
11.03.2018 05:40:00;17.4
11.03.2018 05:41:00;17.3
11.03.2018 05:42:30;17.2
11.03.2018 05:44:00;17.3
11.03.2018 05:45:30;17.4
11.03.2018 05:47:00;17.5
11.03.2018 05:49:00;17.6
11.03.2018 05:50:00;17.7
11.03.2018 06:01:30;17.6
11.03.2018 06:02:30;17.5
11.03.2018 06:03:30;17.4
11.03.2018 06:04:30;17.3
11.03.2018 06:06:00;17.4
11.03.2018 06:09:00;17.5
11.03.2018 06:11:00;17.6
11.03.2018 06:12:30;17.7
11.03.2018 06:18:30;17.6
11.03.2018 06:19:30;17.7
11.03.2018 06:22:30;17.5
11.03.2018 06:23:00;17.4
11.03.2018 06:24:00;17.3
11.03.2018 06:27:00;17.2
11.03.2018 06:27:30;17.1
11.03.2018 06:29:00;17.2
11.03.2018 06:34:00;17.4
11.03.2018 06:36:00;17.5
11.03.2018 06:39:30;17.4
11.03.2018 06:40:00;17.5
11.03.2018 06:40:30;17.4
11.03.2018 06:44:00;17.5
11.03.2018 06:44:30;17.4
11.03.2018 06:46:00;17.7
11.03.2018 06:47:30;17.6
11.03.2018 06:48:00;17.5
11.03.2018 06:49:00;17.4
11.03.2018 06:49:30;17.3
11.03.2018 06:51:30;17.4
11.03.2018 06:55:30;17.5
11.03.2018 06:57:00;17.6
11.03.2018 06:58:30;17.7
11.03.2018 07:00:00;17.8
11.03.2018 07:10:30;17.6
11.03.2018 07:11:30;17.5
11.03.2018 07:12:00;17.4
11.03.2018 07:13:00;17.3
11.03.2018 07:14:00;17.4
11.03.2018 07:17:00;17.5
11.03.2018 07:19:00;17.6
11.03.2018 07:20:00;17.7
11.03.2018 07:21:30;17.8
11.03.2018 07:22:00;17.6
11.03.2018 07:23:00;17.5
11.03.2018 07:24:30;17.6
11.03.2018 07:25:00;17.5
11.03.2018 07:26:00;17.4
11.03.2018 07:30:00;17.5
11.03.2018 07:30:30;17.4
11.03.2018 07:31:00;17.5
11.03.2018 07:32:00;17.4
11.03.2018 07:34:30;17.3
11.03.2018 07:36:00;17.2
11.03.2018 07:41:30;17.3
11.03.2018 07:42:30;17.4
11.03.2018 07:44:30;17.5
11.03.2018 07:48:00;17.4
11.03.2018 07:50:30;17.6
11.03.2018 07:52:30;17.7
11.03.2018 07:54:00;17.6
11.03.2018 07:56:00;17.5
11.03.2018 07:57:00;17.4
11.03.2018 07:57:30;17.3
11.03.2018 08:02:30;17.4
11.03.2018 08:03:00;17.5
11.03.2018 08:03:30;17.6
11.03.2018 08:04:30;17.7
11.03.2018 08:07:00;17.9
11.03.2018 08:08:00;18
11.03.2018 08:09:00;17.9
11.03.2018 08:09:30;18
11.03.2018 08:12:00;17.8
11.03.2018 08:13:30;17.7
11.03.2018 08:14:00;17.6
11.03.2018 08:14:30;17.7
11.03.2018 08:16:30;17.5
11.03.2018 08:17:00;17.4
11.03.2018 08:19:00;17.3
11.03.2018 08:21:00;17.2
11.03.2018 08:22:30;17.1
11.03.2018 08:23:00;17.2
11.03.2018 08:28:30;17.4
11.03.2018 08:29:30;17.5
11.03.2018 08:32:30;17.6
11.03.2018 08:33:30;17.5
11.03.2018 08:42:30;17.4
11.03.2018 08:44:00;17.3
11.03.2018 08:45:00;17.2
11.03.2018 08:47:00;17.4
11.03.2018 08:50:00;17.5
11.03.2018 08:52:00;17.6
11.03.2018 08:52:30;17.7
11.03.2018 08:55:00;17.8
11.03.2018 08:59:30;17.7
11.03.2018 09:04:00;17.8
11.03.2018 09:05:00;17.6
11.03.2018 09:05:30;17.5
11.03.2018 09:06:30;17.4
11.03.2018 09:08:00;17.3
11.03.2018 09:09:30;17.2
11.03.2018 09:11:30;17.3
11.03.2018 09:14:30;17.4
11.03.2018 09:16:00;17.5
11.03.2018 09:18:00;17.6
11.03.2018 09:23:00;17.5
11.03.2018 09:26:00;17.6
11.03.2018 09:27:00;17.5
11.03.2018 09:27:30;17.6
11.03.2018 09:28:00;17.5
11.03.2018 09:30:30;17.4
11.03.2018 09:31:30;17.3
11.03.2018 09:32:30;17.2
11.03.2018 09:35:30;17.3
11.03.2018 09:38:00;17.4
11.03.2018 09:40:00;17.5
11.03.2018 09:40:30;17.6
11.03.2018 09:41:00;17.7
11.03.2018 09:52:30;17.6
11.03.2018 09:53:30;17.5
11.03.2018 09:54:30;17.4
11.03.2018 09:55:30;17.3
11.03.2018 09:58:00;17.4
11.03.2018 10:01:00;17.5
11.03.2018 10:03:30;17.6
11.03.2018 10:04:00;17.7
11.03.2018 10:08:00;17.8
11.03.2018 10:10:30;17.5
11.03.2018 10:18:00;17.4
11.03.2018 10:19:00;17.3
11.03.2018 10:20:30;17.2
11.03.2018 10:24:00;17.3
11.03.2018 10:26:30;17.4
11.03.2018 10:28:00;17.5
11.03.2018 10:30:00;17.6
11.03.2018 10:31:30;17.5
11.03.2018 10:32:00;17.6
11.03.2018 10:33:30;17.5
11.03.2018 10:42:00;17.4
11.03.2018 10:43:00;17.3
11.03.2018 10:45:00;17.2
11.03.2018 10:46:30;17.3
11.03.2018 10:48:30;17.4
11.03.2018 10:50:30;17.5
11.03.2018 10:52:30;17.6
11.03.2018 10:53:30;17.7
11.03.2018 10:58:00;17.6
11.03.2018 11:01:30;17.7
11.03.2018 11:02:00;17.6
11.03.2018 11:02:30;17.7
11.03.2018 11:03:30;17.6
11.03.2018 11:05:30;17.5
11.03.2018 11:06:30;17.4
11.03.2018 11:07:30;17.3
11.03.2018 11:10:00;17.4
11.03.2018 11:10:30;17.3
11.03.2018 11:11:30;17.4
11.03.2018 11:14:00;17.5
11.03.2018 11:16:00;17.6
11.03.2018 11:17:30;17.7
11.03.2018 11:18:00;17.6
11.03.2018 11:18:30;17.7
11.03.2018 11:20:30;17.6
11.03.2018 11:21:00;17.7
11.03.2018 11:21:30;17.6
11.03.2018 11:24:30;17.7
11.03.2018 11:26:00;17.6
11.03.2018 11:26:30;17.7
11.03.2018 11:27:30;17.6
11.03.2018 11:29:30;17.5
11.03.2018 11:30:30;17.4
11.03.2018 11:31:30;17.3
11.03.2018 11:33:30;17.4
11.03.2018 11:34:30;17.3
11.03.2018 11:35:00;17.4
11.03.2018 11:37:30;17.5
11.03.2018 11:39:30;17.6
11.03.2018 11:40:30;17.7
11.03.2018 11:45:00;17.6
11.03.2018 11:45:30;17.7
11.03.2018 11:46:00;17.6
11.03.2018 11:47:30;17.7
11.03.2018 11:48:00;17.6
11.03.2018 11:53:00;17.5
11.03.2018 11:54:00;17.4
11.03.2018 11:55:00;17.3
11.03.2018 11:58:30;17.4
11.03.2018 12:01:30;17.5
11.03.2018 12:03:30;17.6
11.03.2018 12:04:00;17.5
11.03.2018 12:04:30;17.6
11.03.2018 12:06:00;17.7
11.03.2018 12:06:30;17.6
11.03.2018 12:09:00;17.5
11.03.2018 12:09:30;17.6
11.03.2018 12:10:00;17.5
11.03.2018 12:11:00;17.6
11.03.2018 12:16:00;17.5
11.03.2018 12:17:30;17.4
11.03.2018 12:18:30;17.3
11.03.2018 12:22:30;17.4
11.03.2018 12:24:30;17.5
11.03.2018 12:27:00;17.6
11.03.2018 12:28:30;17.7
11.03.2018 12:29:00;17.6
11.03.2018 12:30:30;17.7
11.03.2018 12:31:00;17.6
11.03.2018 12:33:30;17.5
11.03.2018 12:34:00;17.6
11.03.2018 12:40:00;17.5
11.03.2018 12:40:30;17.4
11.03.2018 12:41:00;17.3
11.03.2018 12:43:00;17.2
11.03.2018 12:49:30;17.4
11.03.2018 12:52:00;17.5
11.03.2018 12:52:30;17.4
11.03.2018 12:53:00;17.5
11.03.2018 12:53:30;17.4
11.03.2018 12:54:00;17.5
11.03.2018 12:55:00;17.4
11.03.2018 12:57:30;17.3
11.03.2018 12:58:30;17.4
11.03.2018 13:01:00;17.5
11.03.2018 13:03:00;17.4
11.03.2018 13:05:30;17.3
11.03.2018 13:06:00;17.4
11.03.2018 13:07:00;17.3
11.03.2018 13:08:30;17.4
11.03.2018 13:10:30;17.5
11.03.2018 13:11:00;17.7
11.03.2018 13:13:30;17.9
11.03.2018 13:14:30;18
11.03.2018 13:16:00;18.1
11.03.2018 13:17:30;18
11.03.2018 13:19:30;17.6
11.03.2018 13:20:00;17.5
11.03.2018 13:21:00;17.4
11.03.2018 13:27:00;17.5
11.03.2018 13:28:00;17.4
11.03.2018 13:28:30;17.5
11.03.2018 13:29:00;17.4
11.03.2018 13:30:30;17.3
11.03.2018 13:32:00;17.2
11.03.2018 13:33:30;17.3
11.03.2018 13:38:00;17.4
11.03.2018 13:39:00;17.5
11.03.2018 13:41:00;17.6
11.03.2018 13:45:00;17.5
11.03.2018 13:54:00;17.4
11.03.2018 13:55:00;17.3
11.03.2018 13:59:30;17.4
11.03.2018 14:00:00;17.5
11.03.2018 14:00:30;17.6
11.03.2018 14:02:00;17.7
11.03.2018 14:03:30;17.8
11.03.2018 14:05:00;17.9
11.03.2018 14:09:30;17.8
11.03.2018 14:10:00;17.7
11.03.2018 14:10:30;17.6
11.03.2018 14:13:00;17.7
11.03.2018 14:13:30;17.6
11.03.2018 14:14:30;17.7
11.03.2018 14:15:30;17.6
11.03.2018 14:17:30;17.5
11.03.2018 14:19:00;17.4
11.03.2018 14:20:00;17.3
11.03.2018 14:21:00;17.4
11.03.2018 14:24:30;17.5
11.03.2018 14:27:00;17.6
11.03.2018 14:28:30;17.7
11.03.2018 14:32:00;17.6
11.03.2018 14:32:30;17.4
11.03.2018 14:33:00;17.3
11.03.2018 14:34:30;17.2
11.03.2018 14:38:30;17.3
11.03.2018 14:44:30;17.2
11.03.2018 14:47:00;17.4
11.03.2018 14:47:30;17.5
11.03.2018 14:49:30;17.6
11.03.2018 14:51:30;17.7
11.03.2018 14:53:30;17.8
11.03.2018 14:57:00;17.7
11.03.2018 15:01:00;17.8
11.03.2018 15:01:30;17.7
11.03.2018 15:04:30;17.6
11.03.2018 15:05:30;17.5
11.03.2018 15:06:30;17.4
11.03.2018 15:12:00;17.5
11.03.2018 15:13:30;17.6
11.03.2018 15:15:30;17.7
11.03.2018 15:18:00;17.5
11.03.2018 15:18:30;17.4
11.03.2018 15:20:30;17.3
11.03.2018 15:21:30;17.2
11.03.2018 15:22:30;17.3
11.03.2018 15:28:00;17.4
11.03.2018 15:28:30;17.3
11.03.2018 15:32:30;17.2
11.03.2018 15:33:00;17.1
11.03.2018 15:33:30;17.2
11.03.2018 15:34:30;17.3
11.03.2018 15:35:00;17.4
11.03.2018 15:38:00;17.5
11.03.2018 15:39:30;17.6
11.03.2018 15:41:30;17.7
11.03.2018 15:45:30;17.6
11.03.2018 15:50:00;17.7
11.03.2018 15:50:30;17.6
11.03.2018 15:51:00;17.7
11.03.2018 15:51:30;17.6
11.03.2018 15:52:30;17.7
11.03.2018 15:53:00;17.6
11.03.2018 15:53:30;17.5
11.03.2018 15:55:30;17.4
11.03.2018 15:56:30;17.3
11.03.2018 15:58:00;17.4
11.03.2018 16:01:30;17.5
11.03.2018 16:04:00;17.6
11.03.2018 16:05:30;17.7
11.03.2018 16:06:00;17.6
11.03.2018 16:06:30;17.7
11.03.2018 16:09:00;17.6
11.03.2018 16:09:30;17.7
11.03.2018 16:10:30;17.6
11.03.2018 16:11:30;17.5
11.03.2018 16:12:00;17.6
11.03.2018 16:13:00;17.7
11.03.2018 16:13:30;17.6
11.03.2018 16:14:30;17.7
11.03.2018 16:16:00;17.5
11.03.2018 16:16:30;17.6
11.03.2018 16:17:00;17.7
11.03.2018 16:17:30;17.6
11.03.2018 16:19:00;17.5
11.03.2018 16:19:30;17.4
11.03.2018 16:20:00;17.5
11.03.2018 16:20:30;17.4
11.03.2018 16:25:00;17.5
11.03.2018 16:28:00;17.6
11.03.2018 16:28:30;17.5
11.03.2018 16:29:00;17.6
11.03.2018 16:29:30;17.7
11.03.2018 16:33:30;17.5
11.03.2018 16:34:00;17.4
11.03.2018 16:35:00;17.3
11.03.2018 16:35:30;17.4
11.03.2018 16:36:00;17.3
11.03.2018 16:40:00;17.4
11.03.2018 16:44:30;17.3
11.03.2018 16:47:00;17.2
11.03.2018 16:48:30;17.3
11.03.2018 16:49:30;17.2
11.03.2018 16:50:30;17.3
11.03.2018 16:51:00;17.4
11.03.2018 16:51:30;17.3
11.03.2018 16:52:00;17.4
11.03.2018 16:53:30;17.5
11.03.2018 16:55:00;17.4
11.03.2018 16:55:30;17.5
11.03.2018 16:57:30;17.4
11.03.2018 16:58:00;17.5
11.03.2018 16:59:30;17.4
11.03.2018 17:00:30;17.6
11.03.2018 17:01:00;17.7
11.03.2018 17:02:30;17.8
11.03.2018 17:05:00;17.7
11.03.2018 17:07:30;17.6
11.03.2018 17:09:00;17.5
11.03.2018 17:09:30;17.4
11.03.2018 17:11:00;17.5
11.03.2018 17:14:00;17.6
11.03.2018 17:15:30;17.7
11.03.2018 17:16:00;17.6
11.03.2018 17:16:30;17.7
11.03.2018 17:18:30;17.8
11.03.2018 17:21:00;17.7
11.03.2018 17:24:00;17.5
11.03.2018 17:24:30;17.4
11.03.2018 17:25:00;17.3
11.03.2018 17:27:00;17.4
11.03.2018 17:28:30;17.3
11.03.2018 17:29:00;17.4
11.03.2018 17:31:30;17.3
11.03.2018 17:32:00;17.4
11.03.2018 17:34:00;17.3
11.03.2018 17:36:00;17.2
11.03.2018 17:38:30;17.3
11.03.2018 17:41:30;17.4
11.03.2018 17:43:30;17.5
11.03.2018 17:45:30;17.4
11.03.2018 17:47:00;17.5
11.03.2018 17:48:00;17.6
11.03.2018 17:50:00;17.5
11.03.2018 17:51:00;17.6
11.03.2018 17:52:00;17.7
11.03.2018 17:52:30;17.6
11.03.2018 17:53:30;17.7
11.03.2018 17:54:00;17.6
11.03.2018 17:57:00;17.5
11.03.2018 17:57:30;17.4
11.03.2018 17:58:30;17.3
11.03.2018 17:59:30;17.4
11.03.2018 18:03:30;17.5
11.03.2018 18:05:30;17.6
11.03.2018 18:07:30;17.7
11.03.2018 18:13:30;17.6
11.03.2018 18:15:00;17.7
11.03.2018 18:15:30;17.6
11.03.2018 18:16:00;17.7
11.03.2018 18:19:30;17.6
11.03.2018 18:22:00;17.5
11.03.2018 18:22:30;17.4
11.03.2018 18:25:30;17.5
11.03.2018 18:26:00;17.4
11.03.2018 18:26:30;17.5
11.03.2018 18:29:30;17.6
11.03.2018 18:31:00;17.7
11.03.2018 18:33:30;17.6
11.03.2018 18:34:00;17.5
11.03.2018 18:36:00;17.4
11.03.2018 18:38:30;17.3
11.03.2018 18:40:00;17.4
11.03.2018 18:40:30;17.3
11.03.2018 18:41:00;17.4
11.03.2018 18:41:30;17.3
11.03.2018 18:42:00;17.4
11.03.2018 18:47:00;17.3
11.03.2018 18:48:00;17.2
11.03.2018 18:53:00;17.3
11.03.2018 18:53:30;17.4
11.03.2018 18:55:30;17.5
11.03.2018 19:01:00;17.4
11.03.2018 19:01:30;17.5
11.03.2018 19:02:00;17.4
11.03.2018 19:07:00;17.6
11.03.2018 19:07:30;17.7
11.03.2018 19:10:00;17.6
11.03.2018 19:11:00;17.5
11.03.2018 19:11:30;17.4
11.03.2018 19:14:00;17.5
11.03.2018 19:15:30;17.4
11.03.2018 19:16:00;17.5
11.03.2018 19:18:00;17.6
11.03.2018 19:19:00;17.7
11.03.2018 19:22:30;17.8
11.03.2018 19:28:30;17.7
11.03.2018 19:29:00;17.6
11.03.2018 19:29:30;17.5
11.03.2018 19:32:30;17.6
11.03.2018 19:33:00;17.5
11.03.2018 19:36:00;17.4
11.03.2018 19:38:00;17.3
11.03.2018 19:39:00;17.4
11.03.2018 19:43:30;17.5
11.03.2018 19:45:00;17.6
11.03.2018 19:46:00;17.5
11.03.2018 19:46:30;17.6
11.03.2018 19:47:00;17.5
11.03.2018 19:47:30;17.6
